Entry DNA#Exit DNA
43.3537	   #42.9432
43.2641	   #43.1281
43.1080	   #43.2060
43.1050	   #43.3446
43.0656	   #43.2264
42.9848	   #43.1352
42.9492	   #43.2766
43.0494	   #43.3990
42.9813	   #43.4059
43.0919	   #43.3638
43.0320	   #43.2717
43.1879	   #43.4066
43.2944	   #43.3719
43.2183	   #43.3202
43.3761	   #43.1980
43.2543	   #43.2083
43.3896	   #43.3406
43.0968	   #43.2357
43.2520	   #43.2960
43.3442	   #43.0606
43.4462	   #43.1091
43.4350	   #42.9198
43.5709	   #43.0520
43.4214	   #42.9130
43.3714	   #42.7686
43.4157	   #42.9588
43.3976	   #43.1573
43.5269	   #43.0852
43.3740	   #43.2316
43.5397	   #43.2365
43.3609	   #43.1329
43.1466	   #43.1578
43.2252	   #43.4206
43.2415	   #43.3681
43.3246	   #43.4178
43.2223	   #43.3480
43.1024	   #43.5025
43.1836	   #43.3679
43.1758	   #43.4655
43.0913	   #43.3555
43.1344	   #43.3397
43.2020	   #43.5639
42.9785	   #43.4769
43.0889	   #43.5232
43.2513	   #43.3987
43.0597	   #43.4916
43.1238	   #43.3650
43.2536	   #43.2041
43.2901	   #43.2571
43.3594	   #43.2960
43.2319	   #43.4270
43.0519	   #43.4629
43.1911	   #43.3617
43.2480	   #43.4667
43.1942	   #43.4912
43.1903	   #43.5096
43.2788	   #43.5351
43.1633	   #43.4385
43.2325	   #43.5097
43.2103	   #43.5504
43.1401	   #43.4006
43.1183	   #43.4357
42.9770	   #43.6134
43.0825	   #43.4559
43.1078	   #43.5554
43.1939	   #43.3928
43.1227	   #43.3419
43.2808	   #43.4781
43.1991	   #43.4240
42.9209	   #43.5970
43.1867	   #43.5766
43.1804	   #43.5697
43.2857	   #43.5549
43.3303	   #43.5612
43.2085	   #43.6207
43.1605	   #43.6318
43.2202	   #43.3862
43.2111	   #43.3552
43.0620	   #43.4700
43.0545	   #43.4968
43.2361	   #43.8346
43.1495	   #43.7639
43.0974	   #43.7843
43.1242	   #43.8349
43.4288	   #43.8785
43.2333	   #43.6032
43.1436	   #43.6132
43.1355	   #43.5064
43.1544	   #43.5035
43.0811	   #43.4568
43.1344	   #43.6541
43.0180	   #43.5884
43.2046	   #43.6210
43.0886	   #43.2671
43.3435	   #43.2593
43.0906	   #43.2375
43.1906	   #43.3750
43.0498	   #43.3472
42.9103	   #43.3317
42.9892	   #43.2327
42.8346	   #43.4140
43.2460	   #43.5785
43.0926	   #43.6363
43.1456	   #43.6064
43.0568	   #43.6269
43.0798	   #43.5315
43.0431	   #43.4894
43.0390	   #43.3686
43.3290	   #43.3388
43.3529	   #43.0741
43.2569	   #43.3208
43.2178	   #43.4917
43.0119	   #43.4772
43.1287	   #43.2770
43.1756	   #43.3774
43.0811	   #43.6004
43.0269	   #43.6631
43.2659	   #43.4126
43.1017	   #43.3918
43.2561	   #43.5230
43.2149	   #43.4641
43.2270	   #43.4433
43.1113	   #43.2979
43.2142	   #43.3016
43.0698	   #43.3724
43.0862	   #43.5612
43.1405	   #43.5225
43.0622	   #43.5316
43.1014	   #43.4518
43.2944	   #43.3050
43.1771	   #43.4390
43.2711	   #43.3254
43.2276	   #43.2282
43.2114	   #43.2014
43.0931	   #43.3478
43.2769	   #43.3514
43.0627	   #43.1733
43.1984	   #43.1879
42.8970	   #43.1444
43.1290	   #42.9624
43.0934	   #43.2743
42.9880	   #43.3799
43.1220	   #43.2625
43.2384	   #43.3275
43.0598	   #43.2665
43.0494	   #43.4523
42.8495	   #43.3545
42.9625	   #43.4519
42.9376	   #43.3173
43.0145	   #43.4494
42.9841	   #43.4690
43.0285	   #43.6117
42.9910	   #43.6715
42.9384	   #43.4673
43.1410	   #43.5372
42.9733	   #43.3582
43.1242	   #43.2787
43.0335	   #43.2389
42.9759	   #43.3712
42.9700	   #43.4666
42.8997	   #43.4427
43.0643	   #43.4723
43.2623	   #43.4803
43.0811	   #43.4110
43.3443	   #43.5998
43.4765	   #43.5563
43.4024	   #43.4161
43.2911	   #43.3000
43.3929	   #43.1757
43.1565	   #43.5309
43.4729	   #43.2711
43.5059	   #43.3864
43.4560	   #43.3060
43.3590	   #43.3600
43.2929	   #43.3472
43.5459	   #43.3811
43.4006	   #43.4770
43.3380	   #43.3385
43.3064	   #43.3421
43.4259	   #43.4913
43.3399	   #43.4737
43.4868	   #43.2961
43.3676	   #43.4394
43.4788	   #43.4170
43.2360	   #43.2654
43.3588	   #43.3139
43.4945	   #43.2813
43.4531	   #43.3451
43.4512	   #43.2002
43.4587	   #43.3021
43.5237	   #43.4116
43.5254	   #43.2638
43.3468	   #43.1953
