Entry DNA#Exit DNA
43.4672	  #43.5522
43.2304	  #43.5898
43.4162	  #43.5842
43.6064	  #43.6059
43.5124	  #43.5708
43.4294	  #43.6303
43.3989	  #43.6536
43.4643	  #43.9064
43.4285	  #43.8343
43.2373	  #43.7562
43.1848	  #43.7926
43.2046	  #43.8052
43.2489	  #43.7716
43.2979	  #43.8266
43.2309	  #43.6061
43.2301	  #43.4539
43.2876	  #43.5005
43.2937	  #43.5681
43.3919	  #43.4083
43.3143	  #43.6897
43.4018	  #43.6127
43.3417	  #43.7387
43.4380	  #43.5055
43.3520	  #43.5023
43.4147	  #43.4624
43.2386	  #43.3310
43.3916	  #43.2825
43.3855	  #43.4191
43.5016	  #43.4796
43.4874	  #43.4194
43.4792	  #43.4578
43.4137	  #43.3748
43.5218	  #43.4886
43.4031	  #43.5807
43.1579	  #43.5078
43.2524	  #43.5663
43.3299	  #43.3088
43.1564	  #43.2292
43.1954	  #43.1901
43.2478	  #43.2457
43.3263	  #43.3164
43.3076	  #43.2211
43.2812	  #43.1454
43.1982	  #43.0777
43.2494	  #43.1329
43.4002	  #43.2006
43.5435	  #43.0722
43.6153	  #43.1791
43.5127	  #43.2355
43.4248	  #43.1796
43.5739	  #43.3938
43.5900	  #43.2087
43.6169	  #43.3217
43.6874	  #43.3161
43.8265	  #43.4397
43.7728	  #43.4567
43.6358	  #43.5176
43.6396	  #43.3959
43.3936	  #43.3005
43.3793	  #43.2021
43.2915	  #43.2156
43.2345	  #43.3550
43.4229	  #43.2916
43.2909	  #43.2267
43.3181	  #43.2026
43.3863	  #43.1449
43.4263	  #43.1936
43.5054	  #43.2312
43.4474	  #43.3602
43.4229	  #43.3029
43.3042	  #43.3688
43.3078	  #43.4384
43.3484	  #43.4101
43.4567	  #43.3865
43.4988	  #43.2448
43.3776	  #43.3979
43.5093	  #43.4552
43.4835	  #43.2445
43.3362	  #43.4228
43.5661	  #43.2824
43.4233	  #43.3724
43.4599	  #43.3430
43.5713	  #43.4881
43.6047	  #43.4311
43.4585	  #43.4622
43.4669	  #43.5831
43.4478	  #43.5406
43.4773	  #43.6629
43.4668	  #43.7067
43.5287	  #43.7746
43.4474	  #43.7839
43.5332	  #43.9076
