Entry DNA#Exit DNA
43.2444	  #43.8007
43.2011	  #43.7614
43.1622	  #43.7071
43.0923	  #43.7751
43.2021	  #43.8063
43.1845	  #43.4870
43.2543	  #43.4807
43.6671	  #43.6945
43.6779	  #43.7289
43.5242	  #43.5003
43.6947	  #43.4837
43.9310	  #43.4727
43.7939	  #43.7874
43.8936	  #43.6800
44.0920	  #43.9467
44.0952	  #43.6787
44.1670	  #43.8178
44.3938	  #43.6583
44.3133	  #43.6477
44.2126	  #43.5625
44.2058	  #43.5235
44.1920	  #43.4506
44.2565	  #43.4127
44.3342	  #43.4613
44.4440	  #43.3059
44.3944	  #43.1601
44.3889	  #43.3598
44.3482	  #43.2641
44.2874	  #43.4425
44.0870	  #43.4015
44.0622	  #43.3149
44.1073	  #43.2598
43.8563	  #43.2958
44.1326	  #43.1080
44.0016	  #43.1899
44.2437	  #43.1809
44.1101	  #43.3501
44.0962	  #43.3960
44.1301	  #43.4048
44.2077	  #43.3389
44.2334	  #43.6156
44.1175	  #43.6382
44.1539	  #43.6738
44.0082	  #43.6211
44.2478	  #44.0228
44.3935	  #44.0392
44.6183	  #43.7828
44.6435	  #43.8385
44.4930	  #44.0569
44.6161	  #43.7768
44.6389	  #43.8483
44.5735	  #43.5664
44.6189	  #43.6784
44.4865	  #43.5486
44.8084	  #43.5021
44.8591	  #43.7239
44.8548	  #43.8152
44.7281	  #43.9248
44.8353	  #43.7788
44.7042	  #43.4807
44.5556	  #43.7901
44.4573	  #43.6713
44.5453	  #43.7030
44.2873	  #43.5573
44.6876	  #43.6344
44.8175	  #43.5626
44.7681	  #43.4725
44.6918	  #43.6070
44.4995	  #43.6706
44.6048	  #43.4541
44.5769	  #43.6336
44.6976	  #43.6824
44.7720	  #43.6211
44.7880	  #43.4841
44.6706	  #43.4515
44.4949	  #43.4713
44.3403	  #43.4905
44.4250	  #43.5619
44.5237	  #43.2498
44.6231	  #43.1165
44.7174	  #43.0844
44.6921	  #43.0942
44.8205	  #43.4338
44.9570	  #43.3890
44.9134	  #43.3156
44.7541	  #43.2373
44.7814	  #43.3683
44.5600	  #43.5335
44.6775	  #43.6188
44.7156	  #43.3105
44.3631	  #43.4849
44.3504	  #43.4449
44.3499	  #43.5590
44.0732	  #43.4825
44.0882	  #43.3175
44.1509	  #43.4426
44.1741	  #43.2563
44.1510	  #43.2816
44.2513	  #43.5564
44.3112	  #43.5175
44.2493	  #43.6390
44.1264	  #43.5804
44.3238	  #43.5106
44.4572	  #43.5701
44.7358	  #43.6280
44.5991	  #43.7171
44.5863	  #43.6152
44.5967	  #43.5857
44.7838	  #43.6705
44.7658	  #43.4953
44.9188	  #43.6871
44.8211	  #43.7641
44.6042	  #43.6845
44.6051	  #43.5859
44.5915	  #43.5017
44.6110	  #43.5569
44.6004	  #43.6800
44.7140	  #43.6646
44.7285	  #43.5652
44.6842	  #43.7868
44.6018	  #43.9092
44.4771	  #43.6237
44.4430	  #43.5134
44.8013	  #43.5587
44.5814	  #43.7787
44.6363	  #43.5201
44.4553	  #43.6870
44.3481	  #43.7523
44.5647	  #43.7148
44.5291	  #43.9219
44.4173	  #43.6938
44.4568	  #43.8011
44.1787	  #43.7712
44.3590	  #43.8458
44.1424	  #43.8209
44.0729	  #43.8325
44.0085	  #44.0263
44.0293	  #44.0127
44.1757	  #43.7871
44.0715	  #43.8698
44.0508	  #43.6305
44.1820	  #43.6431
44.1146	  #43.6602
44.0619	  #43.7261
44.2932	  #43.4801
44.3360	  #43.4865
44.4016	  #43.5057
44.4414	  #43.4401
44.3397	  #43.3508
44.4738	  #43.3951
44.2918	  #43.3520
44.4547	  #43.3136
44.2629	  #43.2963
44.2301	  #43.5116
44.3200	  #43.4112
44.5159	  #43.4011
44.4783	  #43.3712
44.5091	  #43.5009
44.4625	  #43.5054
44.7277	  #43.5402
44.7239	  #43.5271
44.5788	  #43.5377
44.7839	  #43.5927
44.7122	  #43.5539
44.5805	  #43.6742
44.4053	  #43.6989
44.5918	  #43.7445
44.3469	  #43.7736
44.2978	  #43.4316
44.4435	  #43.4969
44.4094	  #43.4679
44.4709	  #43.4164
44.3895	  #43.2636
44.4084	  #43.4317
44.2336	  #43.5707
44.5515	  #43.6329
44.5423	  #43.6811
44.6424	  #43.4871
44.7594	  #43.4148
44.7292	  #43.2130
44.6773	  #43.2190
44.8489	  #43.3821
44.6660	  #43.7136
44.7156	  #43.6509
44.7262	  #43.5943
44.7042	  #43.7677
44.8620	  #43.6596
44.7872	  #43.8064
44.8159	  #43.7643
44.6551	  #43.6295
44.7686	  #43.5665
44.6625	  #43.6185
44.7009	  #43.6278
44.9629	  #43.5148
44.8665	  #43.6235
44.7756	  #43.5226
44.7437	  #43.6159
44.8288	  #43.7086
