Entry DNA#Exit DNA
43.6391	  #43.1167
43.4314	  #43.2015
43.4121	  #43.1963
43.4163	  #43.1749
43.5256	  #42.9676
43.6040	  #43.1931
43.6447	  #43.2215
43.5917	  #43.1881
43.5837	  #43.1748
43.3982	  #43.2210
43.5038	  #43.1380
43.6073	  #43.1414
43.6463	  #43.2700
43.7918	  #43.2026
43.6232	  #43.2563
43.8408	  #43.4730
43.8120	  #43.3227
43.6910	  #43.2609
43.6276	  #43.3306
43.5956	  #43.0994
43.5822	  #42.9915
43.7086	  #42.9852
43.7073	  #42.9757
43.6863	  #42.9761
43.6101	  #43.1203
43.6722	  #43.2293
43.5667	  #43.1539
43.6338	  #43.2678
43.5450	  #43.3114
43.6757	  #43.1354
43.6996	  #43.2449
43.6696	  #43.1431
43.5311	  #43.1447
43.6162	  #43.2185
43.5777	  #43.2488
43.6703	  #43.1875
43.5177	  #43.1817
43.5895	  #43.1230
43.6844	  #43.2465
43.4323	  #43.4587
43.3974	  #43.3247
43.3317	  #43.3379
43.5384	  #43.3141
43.6257	  #43.2705
43.4436	  #43.1432
43.4823	  #43.3372
43.5494	  #43.2622
43.3743	  #43.1683
43.5016	  #43.0501
43.4046	  #43.3850
43.3926	  #43.3030
43.2969	  #43.2027
43.3380	  #43.1995
43.3113	  #43.2544
43.4357	  #43.3390
43.5814	  #43.2754
43.1735	  #43.4839
43.3043	  #43.4814
43.2646	  #43.5239
43.3542	  #43.4228
43.3714	  #43.5479
43.2956	  #43.5161
43.3996	  #43.2183
43.3730	  #43.4288
43.3471	  #43.4874
43.5670	  #43.4648
43.7772	  #43.3320
43.6160	  #43.3073
43.6751	  #43.3327
43.7342	  #43.3057
43.6030	  #43.3831
43.6879	  #43.3793
43.6433	  #43.2159
43.8008	  #43.1186
43.6960	  #43.3485
43.6392	  #43.2654
43.6323	  #43.3810
43.6944	  #43.2513
43.6177	  #43.0411
43.6883	  #43.3809
43.7386	  #43.1904
43.6668	  #43.1464
43.5289	  #43.2246
43.6617	  #43.0538
43.5470	  #42.9782
43.4559	  #43.1330
43.5666	  #43.0768
43.6203	  #43.1641
43.4751	  #43.1949
43.4050	  #43.3488
43.5160	  #43.3999
43.4524	  #43.1294
43.4165	  #43.2196
43.7518	  #43.0090
43.6265	  #42.9234
43.7737	  #43.0889
43.5229	  #42.8854
43.6922	  #43.1604
43.5675	  #43.1423
43.5347	  #43.0664
43.4309	  #43.1612
43.4982	  #42.9573
43.5510	  #43.1310
43.5323	  #43.1173
43.5966	  #43.1146
43.6306	  #43.0873
43.3611	  #43.0726
43.5383	  #43.1641
43.4706	  #43.0394
43.7505	  #43.2088
43.6152	  #42.9321
43.4746	  #43.1809
43.3281	  #43.1862
43.2691	  #43.1562
43.6240	  #43.2055
43.6456	  #43.2613
43.6062	  #43.1876
43.5540	  #43.0476
43.5693	  #43.0834
43.3076	  #43.0415
43.5789	  #43.0737
43.5350	  #43.2162
43.4372	  #43.1359
43.7231	  #43.0796
43.5159	  #43.0628
43.3713	  #43.0735
43.7131	  #43.1141
43.5846	  #43.1736
43.6132	  #43.0914
43.6410	  #43.1756
43.4072	  #43.0997
