# Ligand
# Elec VdW
0 -38681.063400 -5059.590713
1 -38741.117300 -5044.802998
2 -38758.272000 -5068.667550
3 -38743.274500 -5042.924646
4 -38758.684900 -5071.056030
5 -38719.607600 -5055.769486
6 -38643.464900 -5102.568342
7 -38699.379800 -5021.643766
8 -38680.446100 -5073.379177
9 -38713.921700 -5114.548149
10 -38700.945500 -5057.311965
11 -38728.250700 -5042.549623
12 -38675.962600 -5074.086338
13 -38642.402100 -5022.665299
14 -38755.393700 -5071.727264
15 -38813.875300 -5041.852444
16 -38735.331800 -5090.984814
17 -38718.956000 -5091.231883
18 -38605.950900 -5075.153351
19 -38691.470200 -5034.931922
20 -38654.558100 -5081.639120
21 -38672.665400 -5043.555515
22 -38694.947600 -5030.476437
23 -38761.024600 -5098.557882
24 -38674.286500 -5067.585749
25 -38685.577700 -5076.366822
26 -38749.399100 -5113.564190
27 -38682.681100 -5105.648277
28 -38723.840300 -5066.612851
29 -38731.635500 -5073.369750
30 -38745.959600 -5118.892698
31 -38678.309000 -5096.995091
32 -38621.348500 -5122.823964
33 -38719.515800 -5058.793541
34 -38619.029600 -5061.596084
35 -38692.518000 -5073.000922
36 -38732.533600 -5083.474852
37 -38716.988100 -5055.558722
38 -38646.448000 -5115.464635
39 -38672.460200 -5127.118923
40 -38708.947200 -5035.921794
41 -38734.598100 -5056.305721
42 -38735.502700 -5121.251011
43 -38758.444700 -5026.444738
44 -38688.676000 -5043.638947
45 -38684.402800 -5069.639163
46 -38736.078600 -5029.968474
47 -38701.775800 -5042.340854
48 -38704.459000 -5018.474374
49 -38752.019100 -5039.859331
50 -38636.695300 -5063.786284
51 -38670.633400 -5122.828509
52 -38596.426500 -5112.103939
53 -38675.450000 -5037.186911
54 -38681.370100 -5074.800668
55 -38632.797400 -5066.287379
56 -38677.452800 -5050.370188
57 -38648.792000 -5061.966772
58 -38630.944300 -5083.400945
59 -38753.725300 -5033.234043
60 -38633.717900 -5092.550178
61 -38648.557000 -5039.912120
62 -38739.697400 -5095.750318
63 -38673.762800 -5080.902826
64 -38673.897100 -5102.374669
65 -38738.078800 -5074.197777
66 -38799.752800 -5064.065866
67 -38650.856900 -5041.370224
68 -38701.216600 -5070.919291
69 -38658.706100 -5026.422211
70 -38732.258100 -5090.090728
71 -38646.292500 -5070.568436
72 -38734.549700 -5077.359513
73 -38674.674800 -5093.839596
74 -38688.641300 -5095.015847
75 -38698.772000 -5032.375911
76 -38667.321100 -5092.934866
77 -38618.671100 -5053.999974
78 -38743.555400 -5074.466107
79 -38578.744100 -5060.142560
80 -38688.498900 -5085.078319
81 -38684.427900 -5035.805516
82 -38621.376900 -5027.797609
83 -38680.004900 -5053.517456
84 -38695.775500 -5062.187919
85 -38683.271500 -5008.367890
86 -38654.876300 -5002.194170
87 -38649.365800 -5064.532727
88 -38667.394300 -5089.419816
89 -38593.298900 -5162.305424
90 -38758.180700 -4985.902318
91 -38704.090500 -5064.030345
92 -38558.585900 -5061.997583
93 -38596.788800 -5062.167534
94 -38708.071800 -5020.464150
95 -38680.667900 -5042.309230
96 -38711.554200 -5012.183040
97 -38688.612400 -5061.707719
98 -38725.267200 -5044.613488
99 -38702.793100 -5060.323695
100 -38655.717700 -5065.617151
101 -38731.666400 -5089.515868
102 -38730.335700 -5034.861918
103 -38578.758000 -5063.983538
104 -38748.371800 -4994.400718
105 -38705.106800 -5059.097810
106 -38587.480100 -5076.308935
107 -38746.154500 -5070.438563
108 -38558.293800 -5113.934482
109 -38647.851600 -5060.436758
110 -38742.739300 -5069.109311
111 -38757.154300 -5011.933731
112 -38635.280800 -5063.778672
113 -38720.227400 -5069.483648
114 -38661.415100 -5028.496138
115 -38672.753400 -5052.390964
116 -38577.244600 -5096.898844
117 -38706.445700 -5054.678954
118 -38672.399600 -5084.848628
119 -38730.559500 -5088.039047
120 -38687.279800 -5054.004279
121 -38683.012400 -5106.206203
122 -38696.380200 -5079.299321
123 -38705.882700 -5044.031717
124 -38713.830800 -5053.293209
125 -38593.921000 -5041.407860
126 -38702.982600 -5100.491534
127 -38698.166200 -5055.434661
128 -38600.171400 -5147.146294
129 -38711.891000 -5040.116244
130 -38614.032700 -5101.230510
131 -38613.176400 -5071.349957
132 -38673.821700 -5127.006564
133 -38805.233800 -4990.263167
134 -38704.895200 -5087.179086
135 -38644.067500 -5089.847849
136 -38685.219600 -5043.754240
137 -38663.104400 -5079.183137
138 -38755.805400 -5019.591608
139 -38722.652800 -5042.379653
140 -38679.421900 -5056.956678
141 -38670.506200 -5059.172400
142 -38739.406600 -5065.591556
143 -38713.194200 -5070.111343
144 -38720.296000 -5072.602550
145 -38782.094300 -5034.466949
146 -38722.655200 -5072.915469
147 -38735.714900 -5015.547344
148 -38654.498300 -5061.587867
149 -38760.850100 -5074.679785
150 -38711.238000 -5051.436570
151 -38690.293000 -5026.937000
152 -38643.023700 -5102.990669
153 -38719.277900 -5064.798686
154 -38617.070300 -5015.032098
155 -38674.076300 -5055.224024
156 -38679.024000 -5036.952085
157 -38708.260000 -5066.182597
158 -38729.176600 -5091.497464
159 -38684.033500 -5088.399396
160 -38736.852400 -5098.753639
161 -38560.737300 -5069.476890
162 -38650.317700 -5090.374945
163 -38620.321000 -5045.866352
164 -38726.744000 -5062.031754
165 -38700.286500 -5088.002150
166 -38637.459300 -5079.199944
167 -38688.826800 -5101.139778
168 -38706.516800 -5136.953941
169 -38692.253400 -5056.799486
170 -38639.327800 -5125.325308
171 -38686.927500 -5056.503123
172 -38683.041800 -5065.411897
173 -38683.736300 -5053.543992
174 -38705.961300 -5066.458091
175 -38670.172200 -5102.487314
176 -38785.362100 -5023.373225
177 -38681.457200 -5037.674947
178 -38676.306700 -5086.921853
179 -38727.456100 -5081.627928
180 -38724.525200 -5128.822238
181 -38770.177500 -5081.247344
182 -38711.897400 -5029.286353
183 -38562.655100 -5088.235369
184 -38663.078800 -5052.925520
185 -38703.755600 -5098.904731
186 -38687.424500 -5052.935883
187 -38747.813100 -5094.188183
188 -38759.277700 -5059.561837
189 -38719.668400 -5081.312939
190 -38727.141800 -5051.682585
191 -38656.715000 -5075.810970
192 -38669.337100 -5059.781543
193 -38667.419000 -5048.472200
194 -38693.980700 -5092.471662
195 -38770.999800 -4991.993240
196 -38675.443200 -5056.188334
197 -38665.936200 -5091.207886
198 -38634.838000 -5060.743801
