# Complex
# Elec VdW
0 -109124.951300 -13087.351379
1 -109272.771500 -13078.167456
2 -109325.080200 -12998.829554
3 -109172.023500 -13050.283750
4 -109241.522700 -12997.636481
5 -109361.256400 -13063.671411
6 -109202.240100 -13077.032845
7 -109285.605300 -13051.198111
8 -109143.057800 -13035.259429
9 -109199.498100 -13007.378651
10 -109226.129900 -13000.927388
11 -109106.115800 -13091.491622
12 -109081.668200 -13153.002414
13 -109015.980100 -13167.190503
14 -109140.034800 -13053.451204
15 -109112.457600 -13109.543200
16 -109162.056000 -13120.799393
17 -109444.539100 -13015.875977
18 -109373.314600 -13104.321915
19 -109259.414400 -13082.656564
20 -109418.134100 -13083.721306
21 -109300.237500 -13177.205875
22 -109232.594900 -13097.838626
23 -109424.459900 -13122.601977
24 -109250.186700 -13127.609272
25 -109255.016600 -12991.484006
26 -109187.931500 -13046.418594
27 -109014.152000 -13098.378138
28 -109156.205600 -13040.359110
29 -109363.095200 -13064.511605
30 -109274.263800 -13074.225116
31 -109288.175600 -13075.635416
32 -109439.703900 -13030.088096
33 -109535.195800 -12921.830852
34 -109235.788600 -12962.601036
35 -109387.268100 -13082.451561
36 -109184.128000 -13145.350846
37 -109202.306800 -13066.194639
38 -109326.671300 -12961.334648
39 -109399.139400 -13037.042145
40 -109395.885400 -13106.071982
41 -109140.830700 -13124.310174
42 -109067.296200 -13038.588750
43 -108981.461700 -13095.773134
44 -108999.431600 -13155.912497
45 -109191.921400 -13126.072178
46 -109095.767000 -13073.102150
47 -109162.819700 -13116.687493
48 -109236.502000 -13157.540366
49 -109358.138300 -13043.277459
50 -109201.124700 -13047.344284
51 -109244.341100 -13100.483157
52 -109247.167600 -13115.626498
53 -109424.417700 -13013.156413
54 -109398.029400 -13025.479712
55 -109169.872500 -13181.298142
56 -109083.490900 -13125.662173
57 -108982.537400 -13087.067471
58 -109016.411100 -13083.379241
59 -109029.280300 -13085.808449
60 -108990.006800 -13188.753006
61 -109126.305600 -13058.694249
62 -109237.379500 -13090.957609
63 -109208.125500 -13173.454217
64 -109240.151600 -13022.457293
65 -109147.040500 -13035.164234
66 -109356.865200 -13078.584195
67 -109193.280600 -13049.535519
68 -109240.924900 -12975.261404
69 -109282.877700 -12995.718042
70 -109300.066000 -13042.232251
71 -109259.711700 -12968.244205
72 -109167.312200 -13075.210160
73 -109250.235000 -12990.366531
74 -109472.340100 -12884.923307
75 -109269.018500 -12924.969008
76 -109154.903700 -13010.440954
77 -109050.363100 -13043.226583
78 -109308.865400 -12925.807671
79 -109153.039300 -13078.146019
80 -109221.322200 -12958.163378
81 -109180.015500 -13065.824427
82 -109254.483200 -12995.571216
83 -109457.745500 -13005.306254
84 -109220.037400 -13011.592113
85 -109177.766800 -13025.823689
86 -109168.368800 -13118.771855
87 -109217.444400 -13071.470816
88 -109194.493300 -13064.969046
89 -109263.644800 -12988.046784
90 -109207.295900 -12986.800253
91 -109255.783500 -13077.260034
92 -109054.098800 -13079.174271
93 -109221.680800 -12969.198704
94 -109089.471200 -12978.536816
95 -109204.255500 -12968.083649
96 -109229.356200 -12969.238733
97 -109252.137400 -12943.053239
98 -109293.532800 -13028.189451
99 -109086.188300 -12999.941960
100 -109418.936800 -13026.858944
101 -108944.138600 -13027.593610
102 -109231.337600 -13002.523447
103 -109170.957700 -13073.794682
104 -109033.898800 -13037.280272
105 -109180.744200 -13066.913340
106 -109157.849300 -13057.347625
107 -109126.028100 -13058.478427
108 -109085.429200 -13059.995672
109 -108843.547900 -13138.101777
110 -108857.471300 -13165.921456
111 -109107.939400 -13139.128418
112 -109087.225300 -13058.244064
113 -109333.124600 -13086.861693
114 -109172.272200 -13036.070528
115 -109115.143000 -13144.459298
116 -109279.292800 -13157.505380
117 -109082.122700 -13066.799192
118 -109116.940200 -13044.931284
119 -109111.789100 -13087.899917
120 -109112.577200 -13024.695379
121 -109045.217900 -13129.509454
122 -109274.496600 -13019.629435
123 -109082.262800 -13105.599300
124 -109224.460400 -13043.667312
125 -109205.357500 -13080.566981
126 -109223.647300 -12949.729184
127 -109101.333000 -13094.451577
128 -109098.509700 -13063.591225
129 -109040.491000 -13083.413440
130 -109134.690400 -13132.537906
131 -109112.515300 -13094.649132
132 -109152.249500 -13174.587146
133 -109274.730000 -13091.697481
134 -109174.870600 -13069.704051
135 -109334.158400 -13067.786746
136 -109219.867700 -12955.553826
137 -109337.886500 -13112.193434
138 -109124.016300 -13032.835152
139 -109232.829200 -13070.648247
140 -109260.189700 -13069.113651
141 -109117.411300 -13179.683232
142 -109212.442800 -13124.912161
143 -109073.275400 -13072.827658
144 -109135.107200 -13011.286230
145 -109298.505800 -12995.257911
146 -109330.074300 -13034.881000
147 -109151.367700 -13083.176996
148 -109230.725900 -13040.755150
149 -109082.152100 -13102.144729
150 -109219.356500 -12968.377318
151 -109087.557200 -13180.933666
152 -109125.081800 -13109.920601
153 -109055.476500 -13083.845186
154 -109218.040700 -13095.748627
155 -109196.452100 -13197.582913
156 -109190.372800 -13035.919446
157 -109196.473900 -13192.805104
158 -109210.609200 -13062.228847
159 -109075.887400 -13097.369819
160 -109195.752700 -13144.803968
161 -109182.124800 -13003.937323
162 -109261.298300 -13045.739139
163 -109245.827100 -13089.769887
164 -109183.746700 -13151.533957
165 -109213.664700 -13102.190643
166 -109164.264100 -13073.926650
167 -109033.264100 -13087.167996
168 -108910.424800 -13188.690663
169 -109012.324800 -13198.049701
170 -108969.572900 -13222.179678
171 -109078.562800 -13259.511619
172 -109107.567500 -13142.915970
173 -109183.299800 -13192.870529
174 -109296.724300 -13106.872049
175 -109197.081600 -13034.999273
176 -109283.117800 -13188.604197
177 -109293.009900 -13113.785274
178 -109465.290400 -13202.099589
179 -109113.363100 -13137.666439
180 -109392.961000 -13153.904206
181 -109246.120400 -13203.067487
182 -109277.368000 -13119.294167
183 -109241.042100 -13126.651323
184 -109270.232600 -13145.601833
185 -109085.278100 -13123.167090
186 -109109.364000 -13055.416509
187 -109108.916800 -13189.651820
188 -109319.670900 -13147.096029
189 -109226.494800 -13169.519508
190 -109248.790700 -13125.697973
191 -109295.997700 -13131.627024
192 -109269.791000 -13107.658817
193 -109333.822000 -13114.143591
194 -109081.172500 -13139.780795
195 -109243.270100 -13096.286123
196 -109133.233600 -13104.904924
197 -109239.242700 -13036.396075
198 -109251.886500 -13113.073492
199 -109392.339800 -12963.554627
200 -109317.332300 -13099.405722
201 -109340.757300 -12998.364823
202 -109158.907000 -13148.354737
203 -109244.691900 -13147.818770
204 -109250.258200 -13067.932008
205 -109303.805100 -13058.869888
206 -109362.809900 -13059.027947
207 -109359.845800 -13034.985129
208 -109236.305300 -13117.966763
209 -109381.536700 -13039.127110
210 -109252.316800 -13117.946047
211 -109241.347000 -13094.730628
212 -109235.018400 -13185.484264
213 -109437.374900 -13088.441348
214 -109419.011400 -13117.899695
215 -109296.140200 -13053.227112
216 -109409.400600 -13098.928616
217 -109305.486000 -13108.134243
218 -109261.389400 -13057.943656
